Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
26699209,Male Dire,Noemi Gastaldi,"Gastaldi, Noemi",,"=""131014978X""","=""9781310149788""",4.0,Smashwords Edition,ebook,,2015,2015,2020/05/31,2020/04/06,,,read,,,,1,1
49822701,So This Is Love,Elizabeth Lim,"Lim, Elizabeth",,"=""1789053730""","=""9781789053739""",5.0,Autumn,Paperback,411,2020,2020,2020/05/30,2020/05/29,,,read,,,,1,1
27860794,Lying About Last Summer,Sue Wallman,"Wallman, Sue",,"=""""","=""""",4.0,Scholastic UK ,Paperback,272,2016,2016,2020/05/29,2020/02/18,,,read,,,,1,0
36099978,"Season of Storms (The Witcher, #0.2)",Andrzej Sapkowski,"Sapkowski, Andrzej",David   French,"=""""","=""9780316441636""",5.0,Orbit,Hardcover,419,2018,2013,2020/05/27,2020/05/23,,,read,,,,1,0
31933977,"Lady of the Lake (The Witcher, #5)",Andrzej Sapkowski,"Sapkowski, Andrzej",David   French,"=""""","=""""",5.0,Orbit,Paperback,531,2017,1999,2020/05/25,2020/05/22,,,read,,,,1,0
15808302,Zeus Grants Stupid Wishes: A No-Bullshit Guide to World Mythology,Cory O'Brien,"O'Brien, Cory",Sarah E. Melville,"=""039916040X""","=""9780399160400""",5.0,Tarcher,Paperback,304,2013,2013,2020/05/24,2019/12/26,,,read,,,,1,0
34828719,Adultolescence,Gabbie Hanna,"Hanna, Gabbie",,"=""""","=""""",4.0,Atria/Keywords Press,Kindle Edition,281,2017,2017,2020/05/05,2020/05/05,,,read,,,,1,0
18247597,"The Tower of the Swallow (The Witcher, #4)",Andrzej Sapkowski,"Sapkowski, Andrzej",David   French,"=""1473211565""","=""9781473211568""",5.0,Gollancz,Paperback,448,2016,1997,2020/05/21,2020/05/17,,,read,,,,1,0
18656031,"Baptism of Fire (The Witcher, #3)",Andrzej Sapkowski,"Sapkowski, Andrzej",David   French,"=""0316219185""","=""9780316219181""",5.0,Orbit,Paperback,400,2014,1996,2020/05/16,2020/05/15,,,read,,,,1,0
35617489,It,Stephen  King,"King, Stephen",Tullio Dobner,"=""8820062909""","=""9788820062903""",4.0,Sperling & Kupfner,Hardcover,1206,2017,1986,2020/05/01,2020/04/25,,,read,,,,1,0
14781491,"The Time of Contempt (The Witcher, #2)",Andrzej Sapkowski,"Sapkowski, Andrzej",David   French,"=""0316219134""","=""9780316219136""",5.0,Orbit,Paperback,352,2013,1995,2020/05/14,2020/05/11,,,read,,,,1,0
9460487,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,"Riggs, Ransom",,"=""1594744769""","=""9781594744761""",4.0,Quirk,Hardcover,352,2011,2011,2020/05/10,2019/07/11,,,read,,,,1,0
6043781,"Blood of Elves (The Witcher, #1)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,"=""""","=""""",5.0,Hachette Book Group,Mass Market Paperback,398,2009,1994,2020/05/09,2020/05/07,,,read,,,,1,0
33574273,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""1250153271""","=""9781250153272""",4.0,Square Fish,Paperback,218,2017,1962,2020/05/06,2019/11/09,,,read,,,,1,0
25454056,"Sword of Destiny (The Witcher, #0.7)",Andrzej Sapkowski,"Sapkowski, Andrzej",David   French,"=""""","=""""",5.0,Orbit,Kindle Edition,405,2015,1992,2020/05/05,2020/05/02,,,read,,,,1,0
26123021,"Girl Code: Unlocking the Secrets to Success, Sanity, and Happiness for the Female Entrepreneur",Cara Alwill Leyba,"Leyba, Cara Alwill",,"=""0692492607""","=""9780692492604""",4.0,Lightning Source Inc,Paperback,143,2015,2015,2020/05/03,2020/05/03,,,read,,,,1,0
36297088,"The Mermaid's Voice Returns in This One (Women Are Some Kind of Magic, #3)",Amanda Lovelace,"Lovelace, Amanda",,"=""1524852317""","=""9781524852313""",4.0,,ebook,210,2019,2019,2020/05/03,2020/05/03,,,read,,,,1,0
30075802,"The Princess Saves Herself in This One (Women Are Some Kind of Magic, #1)",Amanda Lovelace,"Lovelace, Amanda",,"=""1532913680""","=""9781532913686""",4.0,CreateSpace,Paperback,156,2016,2016,2020/05/03,2020/05/03,,,read,,,,1,0
35924698,"The Witch Doesn't Burn in This One (Women Are Some Kind of Magic, #2)",Amanda Lovelace,"Lovelace, Amanda",ladybookmad,"=""1449489427""","=""9781449489427""",4.0,Andrews McMeel Publishing,Paperback,192,2018,2018,2020/05/03,2020/05/03,,,read,,,,1,0
50673911,"The Last Wish (The Witcher, #0.5)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,"=""0575082445""","=""9780575082441""",5.0,Gollancz,Paperback,280,2012,1993,2020/05/02,2020/05/01,,,read,,,,1,0
38355061,People Kill People,Ellen Hopkins,"Hopkins, Ellen",,"=""1481442937""","=""9781481442930""",4.0,Margaret K. McElderry Books,Hardcover,431,2018,2018,2020/05/01,2020/01/18,,,read,,,,1,0
31434883,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",,"=""0735220689""","=""9780735220683""",5.0,Pamela Dorman Books / Viking,Hardcover,336,2017,2017,2020/04/25,2020/04/24,,,read,,,,1,0
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""""","=""""",5.0,Scribner,Hardcover,368,2017,2017,2020/04/23,2020/04/01,,,read,,,,1,0
231804,The Outsiders,S.E. Hinton,"Hinton, S.E.",,"=""0670532576""","=""9780670532575""",4.0,Puffin Books (US/CAN),Mass Market Paperback,208,1997,1967,2020/04/22,2019/12/16,,,read,,,,1,0
36341204,"What If It's Us (What If It's Us, #1)",Becky Albertalli,"Albertalli, Becky",Adam Silvera,"=""0062795252""","=""9780062795250""",4.0,HarperCollins,Hardcover,448,2018,2018,2020/04/21,2019/12/19,,,read,,,,1,0
42083967,Broken Throne (Red Queen #4.5),Victoria Aveyard,"Aveyard, Victoria",,"=""1409176053""","=""9781409176053""",5.0,Orion,Kindle Edition,479,2019,2019,2020/04/19,2019/12/03,,,read,,,,1,0
25362018,"Steel Scars (Red Queen, #0.2)",Victoria Aveyard,"Aveyard, Victoria",,"=""0062422979""","=""9780062422972""",5.0,HarperTeen,ebook,100,2016,2016,2020/04/19,2019/12/03,,,read,,,,1,0
25005214,"Queen Song (Red Queen, #0.1)",Victoria Aveyard,"Aveyard, Victoria",,"=""0062422960""","=""9780062422965""",5.0,HarperTeen,Kindle Edition,79,2015,2015,2020/04/19,2019/12/03,,,read,,,,1,0
25944381,"Cruel Crown (Red Queen, #0.1-0.2)",Victoria Aveyard,"Aveyard, Victoria",,"=""0062435345""","=""9780062435347""",5.0,HarperCollins,Paperback,207,2016,2016,2020/04/19,2019/12/03,,,read,,,,1,0
27188596,"War Storm (Red Queen, #4)",Victoria Aveyard,"Aveyard, Victoria",,"=""0062422995""","=""9780062422996""",5.0,HarperTeen,Hardcover,662,2018,2018,2020/04/18,2019/11/13,,,read,,,,1,0
7613,Animal Farm,George Orwell,"Orwell, George","Ann Patchett, Téa Obreht","=""""","=""""",4.0,Plume,Paperback,129,2003,1945,2018/01/01,2019/07/12,,,read,,,,2,0
38225791,Two Can Keep a Secret,Karen M. McManus,"McManus, Karen M.",,"=""1524714720""","=""9781524714727""",4.0,Delacorte Press,Hardcover,329,2019,2019,2020/04/14,2020/04/13,,,read,,,,1,0
41998311,Dry,Neal Shusterman,"Shusterman, Neal",Jarrod Shusterman,"=""1406386855""","=""9781406386851""",4.0,Walker Books,Paperback,399,2018,2018,2020/04/13,2020/04/12,,,read,,,,1,0
42391655,Stepsister,Jennifer Donnelly,"Donnelly, Jennifer",,"=""1471407977""","=""9781471407970""",5.0,Hot Key Books,Paperback,469,2019,2019,2020/04/12,2020/04/11,,,read,,,,1,0
25846599,Percy Jackson e gli Dei dell'Olimpo - Le storie segrete,Rick Riordan,"Riordan, Rick",Loredana Baldinucci,"=""8852066004""","=""9788852066009""",5.0,Mondadori,Kindle Edition,170,2015,2016,2020/04/10,2020/04/10,,,read,,,,1,1
41150487,"Red, White & Royal Blue (Red, White & Royal Blue, #1)",Casey McQuiston,"McQuiston, Casey",,"=""1250316774""","=""9781250316776""",5.0,St. Martin's Griffin,Paperback,443,2019,2019,2020/04/09,2019/11/05,,,read,,,,1,0
25576828,Il Piccolo Principe,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Emanuele Trevi,"=""8854172383""","=""9788854172388""",5.0,Newton Compton Editori,Paperback,137,2015,1943,2020/04/08,2020/04/08,,,read,,,,1,0
33876596,Things a Bright Girl Can Do,Sally Nicholls,"Nicholls, Sally",,"=""1783445254""","=""9781783445257""",5.0,Andersen Press,Hardcover,418,2017,2017,2020/04/08,2020/04/06,,,read,,,,1,0
80084,Cupid and Psyche,Apuleius,"Apuleius, Apuleius",Edward John Kenney,"=""0521278139""","=""9780521278133""",5.0,Cambridge University Press,Paperback,256,1990,170,2020/04/06,2020/04/03,,,read,,,,1,0
35820633,"The Fates Divide (Carve the Mark, #2)",Veronica Roth,"Roth, Veronica",,"=""0062426958""","=""9780062426956""",5.0,HarperCollins,Hardcover,443,2018,2018,2020/04/05,2020/04/01,,,read,,,,1,0
33383151,"Carve the Mark (Carve the Mark, #1)",Veronica Roth,"Roth, Veronica",,"=""0008159491""","=""9780008159498""",5.0,HARPER COLLINS,Paperback,512,2018,2017,2020/04/03,2019/10/04,,,read,,,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0743273567""","=""9780743273565""",4.0,Scribner,Paperback,180,2025,1925,2020/04/01,2020/02/04,,,read,,,,1,0
33231785,"We Can Be Mended (Divergent, #3.5)",Veronica Roth,"Roth, Veronica",,"=""""","=""""",4.0,Katherine Tegen Books,ebook,29,2017,2017,2020/04/01,2020/04/01,,,read,,,,1,0
44314544,I Hold Your Heart,Karen Gregory,"Gregory, Karen",,"=""1526609169""","=""9781526609168""",4.0,Bloomsbury YA,Paperback,320,2019,2019,2020/04/01,2019/12/19,,,read,,,,1,0
17320105,"The Painted Man (Demon Cycle, #1)",Peter V. Brett,"Brett, Peter V.",,"=""0007492545""","=""9780007492541""",3.0,HarperCollins Publishers,Paperback,544,2013,2008,2020/03/09,2020/03/06,,,read,,,,1,1
2167065,Madame: A Novel,Antoni Libera,"Libera, Antoni",Agnieszka Kołakowska,"=""0374200068""","=""9780374200060""",5.0,Farrar Straus & Giroux,Hardcover,440,2000,1998,2020/02/19,2020/02/17,,,read,,,,1,1
13228487,"The Dragonet Prophecy (Wings of Fire, #1)",Tui T. Sutherland,"Sutherland, Tui T.",,"=""0545349184""","=""9780545349185""",3.0,Scholastic Press,Hardcover,336,2012,2012,2020/03/30,2020/03/30,,,read,,,,1,0
3646821,I Miserabili,Victor Hugo,"Hugo, Victor","Marisa Zini, Marc Le Cannu, Charles Baudelaire","=""880443368X""","=""9788804433682""",5.0,Mondadori,Cofanetto,1417,1994,1862,2020/03/29,2020/03/09,,,read,,,,1,1
43244013,Queenie,Candice Carty-Williams,"Carty-Williams, Candice",,"=""""","=""""",4.0,Trapeze,Hardcover,400,2019,2019,2020/02/11,2020/02/08,,,read,,,,1,0
48846563,Straight on Till Morning,Liz Braswell,"Braswell, Liz",,"=""1789053749""","=""9781789053746""",5.0,Autumn,Paperback,488,2020,2020,2020/03/05,2020/02/29,,,read,,,,1,1
52026297,"Conceal, Don't Feel",Jen Calonita,"Calonita, Jen",,"=""136805417X""","=""9781368054171""",4.0,Disney Hyperion,Kindle Edition,320,2019,2019,2019/08/26,2019/08/26,,,read,,,,1,1
45679318,"My Sister, the Serial Killer",Oyinkan Braithwaite,"Braithwaite, Oyinkan",,"=""1786495988""","=""9781786495983""",5.0,Atlantic Books,Paperback,226,2019,2018,2020/02/29,2020/02/27,,,read,,,,1,0
40536331,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""0062697250""","=""9780062697257""",4.0,William Morrow Paperbacks,Paperback,384,2019,1990,2020/02/27,2020/02/19,,,read,,,,1,1
26156987,If I Was Your Girl,Meredith Russo,"Russo, Meredith",,"=""1250078407""","=""9781250078407""",4.0,Flatiron Books,Hardcover,280,2016,2016,2020/02/17,2020/01/09,,,read,,,,1,0
1427030,Cuore,Edmondo de Amicis,"Amicis, Edmondo de",,"=""0543887243""","=""9780543887245""",4.0,Adamant Media Corporation,Paperback,362,2006,1886,,2020/02/16,,,read,,,,1,0
17286812,The F-It List,Julie Halpern,"Halpern, Julie",,"=""1250025656""","=""9781250025654""",4.0,Feiwel & Friends,Hardcover,256,2013,2013,2020/02/14,2019/09/07,,,read,,,,1,0
34810320,Sadie,Courtney Summers,"Summers, Courtney",,"=""1250105714""","=""9781250105714""",5.0,Wednesday Books,Hardcover,308,2018,2018,2020/02/09,2019/08/01,,,read,,,,1,0
11409124,The Weight of Water,Sarah Crossan,"Crossan, Sarah",,"=""1408824647""","=""9781408824641""",4.0,Bloomsbury Publishing PLC,Hardcover,240,2012,2012,2020/02/05,2019/11/12,,,read,,,,1,0
24926016,"[(Apple and Rain)] [By (author) Sarah Crossan] published on (February, 2015)",Sarah Crossan,"Crossan, Sarah",,"=""1408827131""","=""""",4.0,Bloomsbury Childrens Books,Unknown Binding,240,2015,2014,2020/02/04,2020/02/03,,,read,,,,1,0
29437949,Behind Closed Doors,B.A. Paris,"Paris, B.A.",,"=""1250121000""","=""9781250121004""",5.0,St. Martin's Press,Hardcover,293,2016,2016,2020/02/03,2020/02/02,,,read,,,,1,0
46128300,"American Royals (American Royals, #1)",Katharine McGee,"McGee, Katharine",,"=""0241365953""","=""9780241365953""",5.0,Penguin,Paperback,440,2019,2019,2020/02/02,2020/01/31,,,read,,,,1,0
16143347,We Were Liars,E. Lockhart,"Lockhart, E.",,"=""0385741278""","=""9780385741279""",5.0,Delacorte Press,Paperback,320,2018,2014,2020/01/31,2019/11/17,,,read,,,,1,0
44698834,Can You See Me?,Libby Scott,"Scott, Libby",Rebecca Westcott,"=""1407195670""","=""9781407195674""",4.0,Scholastic,Paperback,365,2019,2019,2020/01/30,2020/01/24,,,read,,,,1,0
39863399,Birthday,Meredith Russo,"Russo, Meredith",,"=""1250129834""","=""9781250129833""",5.0,Flatiron Books,Hardcover,288,2019,2019,2020/01/29,2020/01/28,,,read,,,,1,0
13262783,"Every Day (Every Day, #1)",David Levithan,"Levithan, David",,"=""0307931889""","=""9780307931887""",5.0,Knopf Books for Young Readers,Hardcover,322,2012,2012,2020/01/28,2020/01/27,,,read,,,,1,0
43667490,The Prom: A Novel Based on the Hit Broadway Musical,Saundra Mitchell,"Mitchell, Saundra","Bob Martin, Chad Beguelin, Matthew Sklar","=""1984837524""","=""9781984837523""",4.0,Viking Books for Young Readers,Hardcover,240,2019,2019,2020/01/26,2020/01/25,,,read,,,,1,0
44654627,"One of Us Is Next (One of Us Is Lying, #2)",Karen M. McManus,"McManus, Karen M.",,"=""0525707964""","=""9780525707967""",5.0,Delacorte Press for Young Readers,Hardcover,377,2020,2020,2020/01/25,2020/01/01,,,read,,,,1,0
18254,Oliver Twist,Charles Dickens,"Dickens, Charles",Philip Horne,"=""""","=""""",4.0,Penguin Books,Paperback,608,2003,1838,,2019/07/20,,,read,,,,1,0
45033931,"Cilka's Journey (The Tattooist of Auschwitz, #2)",Heather   Morris,"Morris, Heather",,"=""1250265703""","=""9781250265708""",5.0,St. Martin's Press,Hardcover,352,2019,2019,2020/01/23,2019/12/16,,,read,,,,1,0
39999,The Boy in the Striped Pajamas,John Boyne,"Boyne, John",,"=""0385751079""","=""9780385751070""",5.0,David Fickling Books,Hardcover,224,2006,2006,2020/01/21,2019/11/30,,,read,,,,1,0
41473851,Get Out of Town (Riverdale #2),Micol Ostow,"Ostow, Micol",,"=""1338289489""","=""9781338289480""",3.0,Scholastic Inc,Paperback,288,2019,2019,2020/01/19,2020/01/18,,,read,,,,1,0
29749094,Superman: Dawnbreaker,Matt de la Peña,"Peña, Matt de la",,"=""0141386878""","=""9780141386874""",4.0,Random House Books for Young Readers,Hardcover,336,2019,2019,2020/01/14,2019/11/18,,,read,,,,1,1
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",5.0,Alfred A. Knopf,Kindle Edition,592,2006,2005,2020/01/17,2019/10/10,,,read,,,,1,0
29749098,Catwoman: Soulstealer,Sarah J. Maas,"Maas, Sarah J.",,"=""0399549692""","=""9780399549694""",4.0,Random House Books for Young Readers,Hardcover,384,2018,2018,2020/01/12,2019/11/18,,,read,,,,1,1
29749085,Wonder Woman: Warbringer,Leigh Bardugo,"Bardugo, Leigh",,"=""0399549730""","=""9780399549731""",4.0,Random House Children's Books,Hardcover,369,2017,2017,2020/01/09,2019/11/18,,,read,,,,1,1
29749090,Batman: Nightwalker,Marie Lu,"Lu, Marie",,"=""0399549781""","=""9780399549786""",4.0,Random House Books for Young Readers,Hardcover,272,2018,2018,2020/01/11,2019/11/18,,,read,,,,1,1
18126198,"Four: A Divergent Story Collection (Divergent, #0.1-0.4)",Veronica Roth,"Roth, Veronica",,"=""0062285688""","=""9780062285683""",5.0,Katherine Tegen Books,Paperback,285,2014,2014,2020/01/06,2020/01/05,,,read,,,,1,1
18710190,"Allegiant (Divergent, #3)",Veronica Roth,"Roth, Veronica",,"=""0007524277""","=""9780007524273""",5.0,HarperCollins Children's Book's,Hardcover,531,2013,2013,2020/01/05,2019/11/09,,,read,,,,1,1
11735983,"Insurgent (Divergent, #2)",Veronica Roth,"Roth, Veronica",,"=""0007442912""","=""9780007442911""",5.0,HarperCollins Children's Books,Hardcover,525,2012,2012,2020/01/04,2019/11/09,,,read,,,,1,1
13335037,"Divergent (Divergent, #1)",Veronica Roth,"Roth, Veronica",,"=""0062024035""","=""9780062024039""",5.0,Katherine Tegen Books,Paperback,487,2012,2011,2020/01/03,2019/07/11,,,read,,,,1,1
28006109,"The Tyrant’s Tomb (The Trials of Apollo, #4)",Rick Riordan,"Riordan, Rick",,"=""1368001440""","=""9781368001441""",5.0,Disney Hyperion,ebook,439,2019,2019,2020/01/02,2019/09/12,,,read,,,,1,1
42135029,City of Girls,Elizabeth Gilbert,"Gilbert, Elizabeth",,"=""1594634734""","=""9781594634734""",5.0,Riverhead,Hardcover,470,2019,2019,2019/12/31,2019/11/05,,,read,,,,1,0
50205369,Magnus Chase e gli Dei di Asgard. Le storie segrete,Rick Riordan,"Riordan, Rick",Loredana Baldinucci,"=""8804711701""","=""9788804711704""",5.0,Mondadori,Hardcover,242,2019,2018,2019/08/01,2019/07/31,,,read,,,,1,1
33290383,Let It Snow,John  Green,"Green, John","Maureen Johnson, Lauren Myracle","=""""","=""""",4.0,Speak,Kindle Edition,353,2016,2008,2019/12/29,2019/07/27,,,read,,,,1,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",5.0,Atria Books,Hardcover,389,2017,2017,2019/12/28,2019/11/30,,,read,,,,1,0
30038906,The Names They Gave Us,Emery Lord,"Lord, Emery",,"=""1619639580""","=""9781619639584""",4.0,Bloomsbury USA Childrens,Hardcover,390,2017,2017,2019/12/26,2019/12/23,,,read,,,,1,0
43298608,"The Maple Murders (Riverdale, #3)",Micol Ostow,"Ostow, Micol",,"=""1338566482""","=""9781338566482""",3.0,Scholastic Inc.,Kindle Edition,223,2019,2019,2019/12/22,2019/12/21,,,read,,,,1,0
43822024,"The Toll (Arc of a Scythe, #3)",Neal Shusterman,"Shusterman, Neal",,"=""1481497065""","=""9781481497060""",4.0,Simon & Schuster Books for Young Readers,Hardcover,625,2019,2019,2019/11/21,2019/07/12,,,read,,,,1,0
37537788,Aftermath,Kelley Armstrong,"Armstrong, Kelley",,"=""0349002665""","=""9780349002668""",5.0,ATOM,Paperback,371,2018,2018,2019/12/21,2019/12/13,,,read,,,,1,0
49623822,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,"=""1982110996""","=""9781982110994""",4.0,Gallery Books,Hardcover,224,2019,1999,2019/01/01,2019/08/01,,,read,,,,1,0
40853731,"The Paper & Hearts Society (The Paper & Hearts Society, #1)",Lucy Powrie,"Powrie, Lucy",,"=""1444949233""","=""9781444949230""",5.0,GARDNERS VI BOOKS AMS006,Paperback,355,2019,2019,2019/12/20,2019/12/13,,,read,,,,1,0
30226723,"King's Cage (Red Queen, #3)",Victoria Aveyard,"Aveyard, Victoria",,"=""0062310712""","=""9780062310712""",5.0,HarperTeen,ebook,520,2017,2017,2019/12/16,2019/11/13,,,read,,,,1,0
23174274,"Glass Sword (Red Queen, #2)",Victoria Aveyard,"Aveyard, Victoria",,"=""0062310666""","=""9780062310668""",5.0,HarperTeen,Hardcover,444,2016,2016,2019/12/07,2019/11/13,,,read,,,,1,0
22328546,"Red Queen (Red Queen, #1)",Victoria Aveyard,"Aveyard, Victoria",,"=""0062310631""","=""9780062310637""",5.0,HarperTeen,Hardcover,388,2015,2015,2019/12/02,2019/07/11,,,read,,,,1,0
32942077,Assassin's Creed,Christie Golden,"Golden, Christie",,"=""1405931507""","=""9781405931502""",3.0,PENGUIN,Paperback,325,2016,2016,2019/11/30,2019/11/28,,,read,,,,1,0
40381392,"Finale (Caraval, #3)",Stephanie Garber,"Garber, Stephanie",,"=""1250157668""","=""9781250157669""",4.0,Flatiron Books,Hardcover,478,2019,2019,2019/11/28,2019/10/04,,,read,,,,1,0
22910900,The Rest of Us Just Live Here,Patrick Ness,"Ness, Patrick",,"=""1406331163""","=""9781406331165""",5.0,Walker Books,Hardcover,348,2015,2015,2019/11/26,2019/11/17,,,read,,,,1,0
18336965,My Heart and Other Black Holes,Jasmine Warga,"Warga, Jasmine",,"=""0062324691""","=""9780062324696""",5.0,HarperCollins/Balzer + Bray,Kindle Edition,302,2015,2015,2019/11/24,2019/11/17,,,read,,,,1,0
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",Abraham   Verghese,"=""0812988418""","=""9780812988413""",5.0,Random House,Kindle Edition,208,2016,2016,2019/11/18,2019/11/08,,,read,,,,1,0
36329818,"Legendary (Caraval, #2)",Stephanie Garber,"Garber, Stephanie",,"=""125009531X""","=""9781250095312""",4.0,Flatiron Books,Hardcover,451,2018,2018,2019/11/17,2019/10/04,,,read,,,,1,0
27883214,"Caraval (Caraval, #1)",Stephanie Garber,"Garber, Stephanie",,"=""1250095255""","=""9781250095251""",4.0,Flatiron Books,Hardcover,407,2017,2016,2019/11/14,2019/10/04,,,read,,,,1,0
14740587,A World Between Us,Lydia Syson,"Syson, Lydia",,"=""1471400093""","=""9781471400094""",4.0,Hot Key Books,Paperback,274,2012,2012,2019/11/12,2019/11/08,,,read,,,,1,0
6411961,"The Lost Symbol (Robert Langdon, #3)",Dan    Brown,"Brown, Dan",,"=""0385504225""","=""9780385504225""",4.0,Doubleday,Hardcover,509,2009,2009,2019/11/10,2019/11/03,,,read,,,,1,0
35031085,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Charlotte  Gordon,"=""0143131842""","=""9780143131847""",3.0,Penguin Classics,Paperback,260,2018,1818,2019/11/03,2019/11/02,,,read,,,,1,0
960,"Angels & Demons (Robert Langdon, #1)",Dan    Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",5.0,Pocket Books,Mass Market Paperback,736,2006,2000,2019/11/01,2019/10/23,,,read,,,,1,0
17212231,"Inferno (Robert Langdon, #4)",Dan    Brown,"Brown, Dan",,"=""0385537859""","=""9780385537858""",5.0,Doubleday,Hardcover,463,2013,2013,2019/10/22,2019/10/14,,,read,,,,1,0
23357071,"Frozen Charlotte (Frozen Charlotte, #1)",Alex Bell,"Bell, Alex",,"=""1847154530""","=""9781847154538""",5.0,Stripes Publishing,Paperback,342,2015,2014,2019/10/11,2019/10/10,,,read,,,,1,0
35005611,"Charlotte Says (Frozen Charlotte, #2)",Alex Bell,"Bell, Alex",,"=""1847158404""","=""9781847158406""",5.0,Little Tiger Press Group,Paperback,353,2017,2017,2019/10/10,2019/10/09,,,read,,,,1,0
968,"The Da Vinci Code (Robert Langdon, #2)",Dan    Brown,"Brown, Dan",,"=""""","=""""",5.0,Anchor,Paperback,489,2006,2003,2019/10/08,2019/10/05,,,read,,,,1,0
36039165,The Nowhere Girls,Amy Reed,"Reed, Amy",,"=""0349003076""","=""9780349003078""",4.0,Atom,Paperback,404,2017,2017,2019/10/04,2019/09/28,,,read,,,,1,0
35606560,The Sun and Her Flowers,Rupi Kaur,"Kaur, Rupi",,"=""1449486797""","=""9781449486792""",2.0,Andrews McMeel Publishing,Paperback,256,2017,2018,2019/09/30,2019/09/07,,,read,,,,1,0
23513349,Milk and honey,Rupi Kaur,"Kaur, Rupi",,"=""1502784270""","=""9781502784278""",2.0,Createspace Independent Pub,Paperback,204,2014,2014,2019/09/29,2019/09/07,,,read,,,,1,0
37789683,After the Fire,Will  Hill,"Hill, Will",,"=""1492669792""","=""9781492669791""",5.0,Sourcebooks Fire,Hardcover,464,2018,2015,2019/09/28,2019/09/26,,,read,,,,1,0
24909347,"Obsidio (The Illuminae Files, #3)",Amie Kaufman,"Kaufman, Amie",Jay Kristoff,"=""055349919X""","=""9780553499193""",5.0,Knopf Books for Young Readers,Hardcover,618,2018,2018,2019/09/25,2019/09/05,,,read,,,,1,0
29236299,"Gemina (The Illuminae Files, #2)",Amie Kaufman,"Kaufman, Amie","Jay Kristoff, Marie Lu","=""0553499165""","=""9780553499162""",5.0,Knopf Books for Young Readers,Library Binding,659,2016,2016,2019/09/22,2019/09/02,,,read,,,,1,0
25524728,"Illuminae (The Illuminae Files, #1)",Amie Kaufman,"Kaufman, Amie",Jay Kristoff,"=""1760113808""","=""9781760113803""",5.0,Allen & Unwin,Paperback,599,2015,2015,2019/09/15,2019/07/12,,,read,,,,1,0
8320764,Il giardino segreto. The Secret Garden,G.K. Chesterton,"Chesterton, G.K.",,"=""""","=""""",3.0,Gruppo Editoriale L'Espresso,Kindle Edition,71,2010,1860,2016/01/01,2019/09/07,,,read,,,,1,0
33555224,"Thunderhead (Arc of a Scythe, #2)",Neal Shusterman,"Shusterman, Neal",,"=""1442472456""","=""9781442472457""",3.0,Simon & Schuster Books for Young Readers,Hardcover,504,2018,2018,2019/09/07,2019/07/12,,,read,,,,1,0
29203820,Groot,Jeff Loveness,"Loveness, Jeff","Brian Kesinger, Veronica Gandini","=""1846536960""","=""9781846536960""",4.0,Panini UK Ltd/Marvel,Paperback,136,2016,2015,2019/09/03,2019/09/03,,,read,,,,1,0
29844228,Thirteen Reasons Why,Jay Asher,"Asher, Jay",,"=""1595147888""","=""9781595147882""",4.0,Razorbill,Hardcover,352,2016,2007,2019/09/02,2019/09/01,,,read,,,,1,0
35837507,La Ferrovia sotterranea,Colson Whitehead,"Whitehead, Colson",Martina Testa,"=""8869980871""","=""9788869980879""",4.0,SUR,Paperback,376,2017,2016,2019/09/01,2019/08/18,,,read,,,,1,1
21470028,"L'ombra del serpente (The Kane Chronicles, #3)",Rick Riordan,"Riordan, Rick",Laura Grassi,"=""8804635274""","=""9788804635277""",5.0,Mondadori,Hardcover,397,2014,2012,2019/08/25,2019/08/22,,,read,,,,1,1
20621411,"Il trono di fuoco (The Kane Chronicles, #2)",Rick Riordan,"Riordan, Rick","Laura Grassi, Davide Nadalin","=""8804629479""","=""9788804629474""",5.0,Mondadori,Hardcover,510,2013,2011,2019/08/22,2019/08/16,,,read,,,,1,1
