Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
8143909,Foster,Claire Keegan,"Keegan, Claire",,"=""0571255655""","=""9780571255658""",4.0,Faber & Faber,Paperback,101,2010,2010,2023/12/29,2023/09/10,,,read,"""A good woman can look far down the line and smell what’s coming before a man even gets a sniff of it.""<br/><br/>""You don’t ever have to say anything,’ he says. ‘Always remember that as a thing you need never do. Many’s the man lost much just because he missed a perfect opportunity to say nothing""<br/><br/>Two beautiful quotes from this short story. I quite enjoyed this book and the story it told. It's the reality of a lot of children in foster care, across the decades.<br/>Through the writing style, you can definitely feel the protagonist is a child with a sense of responsibility and maturity acquired from having to take care of her siblings, from having had to grow up faster than her peers.<br/>The open ending of the story leaves to wonder if the story could take a more chilling and eerie ending, or a sad and melancholy ending. <br/>In a few short pages, Keegan created characters that are slowly being zoomed in on, starting from the general idea of them being good foster parents, to then uncovering their history, peeling back each layer as the story progresses.<br/><br/>A great, enjoyable story.",,,1,0
57693481,"Good Girl Complex (Avalon Bay, #1)",Elle Kennedy,"Kennedy, Elle",,"=""1250796733""","=""9781250796738""",2.0,Griffin,Paperback,368,2022,2022,2023/06/15,2023/06/08,,,read,,,,1,0
60669270,Become a Femme Fatale,femme fatale books,"books, femme fatale",,"=""""","=""""",3.0,Independent,ebook,104,2022,,2022/11/30,2022/11/30,,,read,,,,1,0
39331868,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,"Black, Holly",,"=""1471407276""","=""9781471407277""",3.0,Hot Key Books,Paperback,370,2018,2018,2019/12/13,2019/10/04,,,read,,,,1,0
26032887,"The Wicked King (The Folk of the Air, #2)",Holly Black,"Black, Holly",,"=""0316310336""","=""9780316310338""",3.0,"Little, Brown Books for Young Readers",ebook,336,2019,2019,2019/12/18,2019/12/16,,,read,,,,1,0
61312091,I Gave Myself The World,Catarine Hancock,"Hancock, Catarine",,"=""1771682825""","=""9781771682824""",3.0,Central Avenue Poetry,Paperback,224,2023,,2023/07/24,2023/01/12,,,read,,,,1,0
131359,"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,"Christie, Agatha",,"=""""","=""""",3.0,Bantam Books,Paperback,352,1978,1937,2023/12/25,2023/06/15,,,read,,,,1,0
7978230,"Love, Loss and What I Wore",Nora Ephron,"Ephron, Nora","Delia Ephron, Ilene Beckerman","=""0822223554""","=""9780822223559""",3.0,Concord Theatricals,Paperback,51,2026,2010,2023/12/21,2023/09/10,,,read,,,,1,0
75715117,Sunburn,Chloe Michelle Howarth,"Howarth, Chloe Michelle",,"=""0857308416""","=""9780857308412""",4.0,VERVE Books,Paperback,288,2023,2023,2023/12/20,2023/06/16,,,read,,,,1,0
57693262,Cleopatra and Frankenstein,Coco Mellors,"Mellors, Coco",,"=""1635576814""","=""9781635576818""",4.0,Bloomsbury Publishing,Paperback,368,2022,2022,2023/12/14,2022/10/08,,,read,,,,1,0
853510,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,"Christie, Agatha",,"=""0007119313""","=""9780007119318""",4.0,HarperCollins,Paperback,347,2007,1934,2023/12/10,2023/06/15,,,read,,,,1,0
55440232,"The Women of Troy (Women of Troy, #2)",Pat Barker,"Barker, Pat",,"=""0385546696""","=""9780385546690""",4.0,Doubleday,Hardcover,307,2021,2021,2023/12/08,2023/11/29,,,read,,,,1,0
37969723,"The Silence of the Girls (Women of Troy, #1)",Pat Barker,"Barker, Pat",,"=""""","=""""",4.0,Doubleday Books,Hardcover,325,2018,2018,2023/11/29,2023/11/20,,,read,,,,1,0
58543753,If You Change Your Mind,Robby Weber,"Weber, Robby",,"=""133542590X""","=""9781335425904""",4.0,Inkyard Press,Hardcover,392,2022,2022,2023/11/20,2023/01/14,,,read,,,,1,0
43811235,Crudo,Olivia Laing,"Laing, Olivia",,"=""0393357414""","=""9780393357417""",2.0,W. W. Norton & Company,Paperback,160,2019,2018,2023/11/15,2023/11/14,,,read,,,,1,0
59042752,Love Radio,Ebony LaDelle,"LaDelle, Ebony",,"=""1665908157""","=""9781665908153""",5.0,Simon & Schuster Books for Young Readers,Hardcover,320,2022,2022,2023/11/14,2023/11/12,,,read,,,,1,0
58656040,The Romantic Agenda,Claire Kann,"Kann, Claire",,"=""""","=""""",4.0,Berkley,Paperback,336,2022,2022,2023/11/12,2023/01/14,,,read,,,,1,0
17245,Dracula,Bram Stoker,"Stoker, Bram","Rubén Toledo, Nina Auerbach, David J. Skal","=""0393970124""","=""9780393970128""",4.0,Norton,Paperback,488,1986,1897,2023/11/07,2021/12/28,,,read,,,,1,0
154488348,Sense and Sensibility,Jane Austen,"Austen, Jane",,"=""0593622464""","=""9780593622469""",3.0,Puffin Books,Hardcover,448,2024,1811,2023/10/27,2023/10/12,,,read,,,,1,0
8130423,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",0,Disney Hyperion,Kindle Edition,361,2009,2008,,2023/10/17,,,read,,,,0,0
12415071,Il giardino dei Finzi-Contini,Giorgio Bassani,"Bassani, Giorgio",Claudio Toscani,"=""8824700462""","=""9788824700467""",4.0,Mondadori Scuola,Paperback,396,1995,1962,2023/10/10,2023/10/02,,,read,,,,1,0
61246903,I Loved You in Another Life,David  Arnold,"Arnold, David",,"=""0593524802""","=""9780593524800""",4.0,Viking Books for Young Readers,Kindle Edition,352,2023,2023,2023/10/01,2023/09/25,,,read,,,,1,0
57912066,"The Atlas Paradox (The Atlas, #2)",Olivie Blake,"Blake, Olivie",,"=""1250855128""","=""9781250855121""",5.0,Tor Books,Kindle Edition,560,2022,2022,2023/09/30,2023/09/15,,,read,,,,1,0
60648548,"Sacred Hospitality (The Atlas, #0.5)",Olivie Blake,"Blake, Olivie",,"=""""","=""""",4.0,,ebook,31,2022,2022,2023/09/21,2023/09/15,,,read,,,,1,0
48328,Revolutionary Road,Richard Yates,"Yates, Richard",,"=""""","=""""",4.0,Methuen,Paperback,355,2001,1961,2023/09/19,2023/09/16,,,read,,,,1,0
58469344,"The Davenports (The Davenports, #1)",Krystal Marquis,"Marquis, Krystal",,"=""0593463331""","=""9780593463338""",3.0,Dial Books,Hardcover,384,2023,2023,2023/09/14,2023/06/16,,,read,,,,1,0
62649027,Borrow My Heart,Kasie West,"West, Kasie",,"=""0593643267""","=""9780593643266""",3.0,Delacorte Press,Kindle Edition,281,2023,2023,2023/09/12,2023/09/10,,,read,,,,1,0
59366226,Just by Looking at Him,Ryan O'Connell,"O'Connell, Ryan",,"=""1982178582""","=""9781982178581""",2.0,Atria Books,Hardcover,304,2022,2022,2023/09/09,2023/07/02,,,read,,,,1,0
30197201,A Quiet Kind of Thunder,Sara  Barnard,"Barnard, Sara",,"=""1509810986""","=""9781509810987""",4.0,Macmillan Children's Books,Paperback,307,2017,2017,2023/08/30,2023/01/14,,,read,,,,1,0
52843028,"The Mysterious Affair at Styles (Hercule Poirot, #1)",Agatha Christie,"Christie, Agatha",,"=""1734452595""","=""9781734452594""",4.0,Warbler Classics,Paperback,174,2020,1920,2023/08/27,2023/06/15,,,read,,,,1,0
46182,In Watermelon Sugar,Richard Brautigan,"Brautigan, Richard",,"=""0099437597""","=""9780099437598""",3.0,Random House,Paperback,144,2002,1968,2023/08/26,2022/09/21,,,read,,,,1,0
59629744,Diary of a Void,Emi Yagi,"Yagi, Emi","David  Boyd, Lucy North","=""0143136879""","=""9780143136873""",4.0,Viking,Hardcover,213,2022,2020,2023/08/26,2023/07/02,,,read,,,,1,0
23482811,Physical,Andrew McMillan,"McMillan, Andrew",,"=""0224102133""","=""9780224102131""",3.0,Cape Poetry,Paperback,53,1810,,2023/08/24,2023/06/30,,,read,,,,1,0
41745412,Soft Science,Franny Choi,"Choi, Franny",,"=""1938584996""","=""9781938584992""",3.0,Alice James Books,Paperback,100,2019,2019,2023/08/01,2022/04/28,,,read,,,,1,0
59364173,I'm Glad My Mom Died,Jennette McCurdy,"McCurdy, Jennette",,"=""""","=""""",5.0,Simon & Schuster,ebook,320,2022,2022,2023/08/24,2023/08/23,,,read,,,,1,0
40126014,"The Merciless Ones (Deathless, #2)",Namina Forna,"Forna, Namina",Karine Ribeiro,"=""1984848720""","=""9781984848727""",4.0,Delacorte Press,Hardcover,432,2022,2022,2023/08/22,2021/12/31,,,read,,,,1,0
36126998,peluda (Button Poetry),Melissa Lozada-Oliva,"Lozada-Oliva, Melissa",,"=""1943735247""","=""9781943735242""",4.0,Button Poetry,Paperback,60,2017,2017,2023/08/20,2023/08/20,,,read,,,,1,0
75283912,"I Feed Her to the Beast and the Beast Is Me (I Feed Her to the Beast, #1)",Jamison Shea,"Shea, Jamison",,"=""1250909562""","=""9781250909565""",4.0,Henry Holt and Co. (BYR),Kindle Edition,339,2023,2023,2023/08/11,2023/08/07,,,read,,,,1,0
23731820,"Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3)",Laini Taylor,"Taylor, Laini",,"=""031613404X""","=""9780316134040""",3.0,"Little, Brown Books for Young Readers",Paperback,613,2015,2014,2023/08/06,2023/08/04,,,read,,,,1,0
52162509,The Uni-Verse: The Ultimate Guide to Surviving University,Jack  Edwards,"Edwards, Jack",,"=""0008365644""","=""9780008365646""",4.0,HarperCollins,Paperback,224,2020,,2023/08/05,2023/08/05,,,read,,,,1,0
21853321,"Days of Blood and Starlight (Daughter of Smoke and Bone, #2)",Laini Taylor,"Taylor, Laini",,"=""""","=""""",4.0,Hodder & Stoughton ltd,Paperback,517,2012,2012,2023/08/03,2023/08/01,,,read,,,,1,0
8490112,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,"Taylor, Laini",,"=""0316134023""","=""9780316134026""",4.0,"Little, Brown Books for Young Readers",Hardcover,418,2011,2011,2023/08/01,2023/07/24,,,read,,,,1,0
50815163,A Cornish Betrothal (5) (Cornish Saga),Nicola Pryce,"Pryce, Nicola",,"=""1838950907""","=""9781838950903""",3.0,Corvus,Paperback,304,2021,,2020/10/11,2020/10/10,,,read,"I liked it.<br/>          I was not really convinced about this book initially: I thought it was a cliche love story, where the girl juggles her heart in a love triangle between a guy she has known her whole life and a nurturing guy she met, with a lot of drama and unnecessary fights.<br/>However, the book turned out to be more interesting than I initially thought: it has a well-written mystery and the love story is the main plot, yet it does not make the book dreading to read or boring. At points, it can be quite cheesy, but nothing too overwhelming.<br/>The characters are well written, and I like that the protagonist has her own garden and that people consult her for medicines and general health care.<br/><br/>I was not aware nor knew that this is a series and there are more books prior to 'A Cornish Betrothal,'  and I have quite enjoyed reading it.<br/>I also quite enjoyed the time and the place the book was set.<br/> ",,,1,1
123497812,Overemotional,David Fenne,"Fenne, David",,"=""""","=""""",5.0,Ink Road,Kindle Edition,336,2023,2023,2023/07/22,2023/07/11,,,read,,,,1,0
63017285,My Week with Him,Joya Goffney,"Goffney, Joya",,"=""0063254743""","=""9780063254749""",4.0,HarperCollins,Hardcover,400,2023,2023,2023/07/11,2023/07/07,,,read,,,,1,0
61245642,The Queens of Sarmiento Park,Camila Sosa Villada,"Villada, Camila Sosa",Kit Maude,"=""0349016453""","=""9780349016450""",4.0,"Little, Brown UK",Hardcover,208,2022,2019,2023/07/07,2023/07/01,,,read,,,,1,0
52339313,"Cemetery Boys (Cemetery Boys, #1)",Aiden Thomas,"Thomas, Aiden",,"=""1250250463""","=""9781250250469""",4.0,Swoon Reads,Hardcover,344,2020,2020,2023/06/29,2020/08/28,,,read,,,,1,0
43242080,The Seven Deaths of Evelyn Hardcastle,Stuart Turton,"Turton, Stuart",,"=""140888951X""","=""9781408889510""",4.0,Raven Books,Paperback,528,2018,2018,2020/12/31,2020/12/29,,,read,,,,1,0
53457146,The Coldest Touch,Isabel Sterling,"Sterling, Isabel",,"=""059335043X""","=""9780593350430""",3.0,Razorbill,Hardcover,384,2021,2021,2023/06/23,2023/06/20,,,read,,,,1,0
36529217,Mrs Dalloway,Virginia Woolf,"Woolf, Virginia",,"=""0241341116""","=""9780241341117""",3.0,Penguin Classic,Paperback,180,2018,1925,2023/06/20,2023/06/16,,,read,,,,1,0
53017865,The Quickening,Talulah Riley,"Riley, Talulah",,"=""""","=""""",1.0,Hodder & Stoughton - Hachette Book Group,Hardcover,,2022,,2022/03/10,2022/02/28,,,read,"This book was a wild ride from start to finish, and I honestly do not know how to feel about it. When I first read what it was about I thought it would an extravagant book, and I felt some extremist feminist ideals that I was not sure I was going to enjoy. I genuinely did not think the book would go in the direction it went, with such a crazy society and twisted plots. If you ask me what happened in this book I wouldn't know what to tell you, except for these three scenes that are stuck in my head: the first one is the overly detailed description of why the sentence ""no eggs for me please is sexist in the society presented in the book, the blood chambers in old churches where women just let their period flow freely (why??), and the torture of the main male characters (waaay over the top and weird.) Also the whole concept of keeping men in a ""working camp and keeping the ""pretty"" ones as a form of pet, resembles too much a particular event in history that was very, very horrible.<br/><br/>At least the cover design was really great.",true,,1,0
60290140,"Daughter of Darkness (House of Shadows, #1)",Katharine Corr,"Corr, Katharine",Elizabeth Corr,"=""1471410919""","=""9781471410918""",5.0,Hot Key Books ,Paperback,420,2022,2022,2023/06/07,2022/08/06,,,read,Greek mythology? Strong female character? Fluid Hades? Friends to Enemies to Friends to Lovers? Tartarus yes!<br/><br/><br/>(sorry not sorry for the pun),,,1,0
61833058,"How to Kill Men and Get Away With It (Kitty Collins, #1)",Katy Brent,"Brent, Katy",,"=""0008600481""","=""9780008600488""",4.0,Harper Collins,Paperback,384,2023,2023,2022/10/29,2022/10/23,,,read,"This book pleasantly surprised me. The premise of the book was very interesting and I was excited to read it when I saw it on Readers First. The book started quite in an interesting manner, and I started to feel defeated when I learnt that Kitty was an influencer, making the book slightly repulsive (to me at least). But then things took for the worse in the book, but for the better for me because I absolutely loved it! Other than being greatly enjoyable, it is a really powerful commentary on the #MeToo movement, on femicide, on domestic abuse, on toxic masculinity. 'How to kill men and get away with it' is a greatly enjoyable book, with a powerful message.<br/>I must say if gore, blood and explicit violence is not for you, read with discretion because some parts are very graphic.<br/>Beautiful cover also.<br/><br/>PS: I give the book a total of 5 stars because I wasn't too satisfied with the ending, but bonus star for the looks old men gave me on the train when I was reading the book. Nothing is more satisfying than seeing an old man stare at you, then sitting down opposite him and open this book so he can read the title.",,,1,0
62711249,This Is How You Fall in Love,Anika Hussain,"Hussain, Anika",,"=""1471412806""","=""9781471412813""",4.0,Hot Key Books,Kindle Edition,352,2023,2024,2023/03/21,2023/03/19,,,read,"Honestly I was not expecting to love this book so much! I am not a big fan of romance and I only usually read it on holiday on the beach because they are sweet, quick reads. However this book had me gripped and out of my reading slump. I love the friends-to-lovers trope, and the fake dating sounds exciting, but what I love even more is choosing yourself first, and this book did it brilliantly. <br/>Not only does it have great representation all around, but it is fun, sweet and honestly relatable.<br/>The friendship between Adnan and Zara was wonderfully built, to the point I ached for a friendship like that with family friends that hang out together like their families do. This book also goes beyond and talks about familial relationships and communication and touches over the different types of love.<br/>I loved the ending and the idea behind the documentary! Cover majestic as usual.<br/>Really loved this book, and will definitely read more by the same author.<br/>        ",,,1,0
61604771,The Sharp Edge of Silence,Cameron Kelly Rosenblum,"Rosenblum, Cameron Kelly",,"=""0062932101""","=""9780062932105""",4.0,Quill Tree Books,Hardcover,496,2023,2023,2023/05/24,2023/05/18,,,read,"          Honestly this book surprised me: I. ate. it. up. I had not read a book so fast in forever, and it made my commute fly because of how engrossed I was in this. This book has a great insight into the unfortunate reality of elite and private schools, where bad things that happen tend to be swept under the rug, as to not tarnish the reputation of the school. But things such as these need to be spoken out loud, screamed at the top of the lungs until the attacker feels the consequences of their own action. I think this book showed how quickly girls who are not even very close will immediately group together to protect each other, and the female rage in this book satiated me all right. Mind the themes, as it can be quite heavy in certain chapters, as this topic is a difficult one. I think the author captured teenage experiences in a quite realistic way, and also the rage Quinn feels. I appreciate the author showing the girls walking away from toxic situations and relationships, which lately seems to be too romanticised in books ( Colee.. ahem anyway). A strong and powerful story. And the cover: wonderful! I love the "" boys will be held accountable"" written in pink.<br/>        ",,,1,0
48764258,Tsarina,Ellen Alpsten,"Alpsten, Ellen",,"=""1250214432""","=""9781250214430""",5.0,St. Martin's Press,Hardcover,467,2020,2002,2023/05/17,2020/11/08,,,read,,,,1,0
38600016,The Inheritance,Matthew López,"López, Matthew",,"=""0571348351""","=""9780571348350""",5.0,faber & faber,Paperback,320,2018,2018,2023/05/03,2023/04/30,,,read,,,,1,0
48506393,"A Venom Dark and Sweet (The Book of Tea, #2)",Judy I. Lin,"Lin, Judy I.",,"=""""","=""""",4.0,Feiwel and Friends,Unknown Binding,352,2022,2022,2023/04/30,2023/01/01,,,read,,,,1,0
61767292,"Icebreaker (Maple Hills, #1)",Hannah  Grace,"Grace, Hannah",,"=""""","=""""",3.0,Pig & Bear Publishing,Kindle Edition,447,2022,2022,2023/04/23,2023/03/26,,,read,"Everybody, touch some grass: the cold from the rink got to everyone's heads.",,,1,0
50175419,Exciting Times,Naoise Dolan,"Dolan, Naoise",,"=""0062968742""","=""9780062968746""",3.0,Ecco,Hardcover,243,2020,2020,2023/04/16,2022/07/14,,,read,,,,1,0
30319086,If We Were Villains,M.L. Rio,"Rio, M.L.",,"=""125009528X""","=""9781250095282""",5.0,Flatiron Books,Hardcover,354,2017,2017,2023/04/08,2023/03/21,,,read,,,,1,0
41880609,On Earth We're Briefly Gorgeous,Ocean Vuong,"Vuong, Ocean",,"=""0525562028""","=""9780525562023""",4.0,Penguin Press,Hardcover,246,2019,2019,2023/03/30,2022/11/05,,,read,,,,1,0
53642699,The Mountain Is You: Transforming Self-Sabotage Into Self-Mastery,Brianna Wiest,"Wiest, Brianna",,"=""""","=""""",4.0,Thought Catalog Books,Kindle Edition,250,2020,2020,2023/03/22,2023/02/02,,,read,,,,1,0
40597810,Daisy Jones & The Six,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1524798622""","=""9781524798628""",5.0,Ballantine Books,Hardcover,368,2019,2019,2023/03/17,2019/11/29,,,read,,,,2,0
57945316,Babel,R.F. Kuang,"Kuang, R.F.",,"=""0063021420""","=""9780063021426""",5.0,Harper Voyager,Hardcover,544,2022,2022,2023/03/05,2022/12/17,,,read,,,,1,0
34440117,Eroi dell'Olimpo. Il libro segreto,Rick Riordan,"Riordan, Rick","Haley Riordan, Laura Grassi","=""8804673400""","=""9788804673408""",5.0,Mondadori,Hardcover,299,2017,2012,2019/08/04,2019/08/01,,,read,,,,1,1
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""0735243344""","=""9780735243347""",5.0,Knopf,Paperback,399,2022,2022,2023/02/03,2022/07/18,,,read,,,,1,0
58439983,Serenity: Poems,F.S. Yousaf,"Yousaf, F.S.",,"=""1524871036""","=""9781524871031""",3.0,Andrews McMeel Publishing,Paperback,144,2022,2022,2023/01/31,2022/12/17,,,read,,,,1,0
58638202,Overtime: Why We Need A Shorter Working Week,Will Stronge,"Stronge, Will",Kyle Lewis,"=""1788738705""","=""9781788738705""",3.0,Verso,Kindle Edition,145,2021,2021,2023/01/26,2022/06/09,,,read,,,,1,0
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""9798804636129""",4.0,Harper,Paperback,212,2016,2016,2023/01/22,2023/01/18,,,read,,,,1,0
17645,The Penelopiad,Margaret Atwood,"Atwood, Margaret",,"=""1841957178""","=""9781841957173""",4.0,Canongate U.S.,Hardcover,198,2005,2005,2023/01/18,2022/12/07,,,read,,,,1,0
10009377,The 12 Week Year,Brian P. Moran,"Moran, Brian P.",Michael Lennington,"=""""","=""""",4.0,SB Press LLC.,Nook,208,2009,2009,2023/01/16,2023/01/02,,,read,,,,1,0
41057388,The Strength In Our Scars,Bianca Sparacino,"Sparacino, Bianca",,"=""""","=""""",4.0,Thought Catalog Books,Kindle Edition,160,2018,2018,2023/01/15,2023/01/12,,,read,,,,1,0
56978089,"A Magic Steeped in Poison (The Book of Tea, #1)",Judy I. Lin,"Lin, Judy I.",,"=""1250767083""","=""9781250767080""",5.0,Feiwel and Friends,Hardcover,384,2022,2022,2023/01/13,2022/10/04,,,read,I need to buy the sequel right now,,,1,0
38357895,Convenience Store Woman,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""""","=""""",3.0,Portobello Books,Paperback,163,2018,2016,2022/12/31,2022/11/05,,,read,,,,1,0
8044557,All My Friends Are Dead,Avery Monsen,"Monsen, Avery",Jory John,"=""0811874559""","=""9780811874557""",4.0,Chronicle Books,Hardcover,96,2010,2010,2022/12/30,2022/12/29,,,read,,,,1,0
56172358,Field Guide to the Haunted Forest,Jarod K. Anderson,"Anderson, Jarod K.",,"=""""","=""9798572931358""",4.0,Crooked Wall Press,Paperback,72,2020,2020,2022/12/30,2022/06/10,,,read,,,,1,0
56163236,Content Warning: Everything,Akwaeke Emezi,"Emezi, Akwaeke",,"=""1556596294""","=""9781556596292""",3.0,Copper Canyon Press,Paperback,64,2022,2022,2022/12/29,2022/12/17,,,read,,,,1,0
12143925,All My Friends Are Still Dead,Avery Monsen,"Monsen, Avery",Jory John,"=""1452106967""","=""9781452106960""",4.0,Chronicle Books,Hardcover,108,2012,2012,2022/12/29,2022/12/29,,,read,,,,1,0
36436100,Notes on ‘Camp’,Susan Sontag,"Sontag, Susan",,"=""0241339707""","=""9780241339701""",2.0,Penguin Classics,Paperback,57,2018,1964,2022/12/29,2022/09/21,,,read,,,,1,0
11904233,"The Tiny Book of Tiny Stories, Vol. 1",Joseph Gordon-Levitt,"Gordon-Levitt, Joseph",Toff 'wirrow' Mazery,"=""0062121669""","=""9780062121660""",4.0,It Books,Hardcover,87,2011,2011,2022/12/29,2022/04/20,,,read,,,,1,0
60059700,Normal Distance,Elisa Gabbert,"Gabbert, Elisa",,"=""1593767331""","=""9781593767334""",3.0,Soft Skull,Paperback,112,2022,2022,2022/12/28,2022/12/17,,,read,,,,1,0
96259,Crush,Richard Siken,"Siken, Richard",Louise Glück,"=""0300107897""","=""9780300107890""",3.0,Yale University Press,Paperback,80,2005,2005,2022/12/27,2022/12/25,,,read,,,,1,0
25864029,We Slept Here,Sierra DeMulder,"DeMulder, Sierra",,"=""0989641589""","=""9780989641586""",3.0,Button Poetry,Paperback,44,2015,2015,2022/12/25,2022/12/25,,,read,,,,1,0
130546,"Unfortunately, It Was Paradise: Selected Poems",Mahmoud Darwish,"Darwish, Mahmoud","Sinan Antoon, Munir Akash, Carolyn Forché, Amira El-Zein","=""0520237544""","=""9780520237544""",4.0,University of California Press,Paperback,191,2003,2002,2022/12/25,2022/12/23,,,read,,,,1,0
60436504,"Rapunzella, Or, Don't Touch My Hair",Ella McLeod,"McLeod, Ella",,"=""0702313866""","=""9780702313868""",4.0,Scholastic UK,Paperback,384,2022,2022,2022/12/22,2022/12/17,,,read,,,,1,0
60224365,"Before Your Memory Fades (Before the Coffee Gets Cold, #3)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,"=""0369722698""","=""9780369722690""",4.0,Hanover Square Press,ebook,220,2022,2018,2022/12/17,2022/10/16,,,read,,,,1,0
49477059,Not a Diet Book: The Must-Have Fitness Book From the World's Favourite Personal Trainer,James               Smith,"Smith, James",,"=""0008374309""","=""9780008374303""",5.0,HarperCollins,Kindle Edition,320,2020,2020,2022/12/05,2022/10/17,,,read,,,,1,0
54985743,People We Meet on Vacation,Emily Henry,"Henry, Emily",,"=""1984806750""","=""9781984806758""",3.0,Berkley,Paperback,361,2021,2021,2022/11/29,2022/11/23,,,read,,,,1,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""""","=""""",5.0,Bloomsbury,Hardcover,245,2020,2020,2022/11/21,2020/09/17,,,read,,,,1,0
58772723,Other Names for Love,Taymour Soomro,"Soomro, Taymour",,"=""0374604649""","=""9780374604646""",3.0,"Farrar, Straus and Giroux",Hardcover,256,2022,2022,2022/11/06,2022/10/30,,,read,,,,1,0
50252822,White Orchids,Ry Reed,"Reed, Ry",,"=""1676490361""","=""9781676490364""",4.0,Ry Reed books,Paperback,321,2019,2019,2022/10/28,2022/10/27,,,read,,,,1,0
58378067,Walking on the Moon,Ry Reed,"Reed, Ry",,"=""0998145947""","=""9780998145945""",4.0,Ry Reed Books,Paperback,404,2021,2021,2022/10/27,2022/10/27,,,read,"Hmm why did this break my heart and put it back in place in the space of 10 minutes?<br/><br/>Wow these poems hit me so hard I was on the floor, tears rolling down my cheeks, and a pang of nostalgia for something I have never felt.<br/><br/>The poem 'where you left it' was damn so powerful. Two lines of poetry, a flat line on my heart monitor.<br/><br/>What a wonderful way with words Reed has, and their poems are so impactful and direct you are in awe.<br/><br/>Will definitely read other poems!<br/><br/>PS: thank you Ry Reed for the giveaway copy!",,,1,0
57996660,"Lord of Eternal Night (Darkmourn Universe, #1)",Ben Alderson,"Alderson, Ben",,"=""""","=""""",2.0,,Kindle Edition,270,2021,2021,2022/10/02,2021/09/17,,,read,,,,1,0
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""1400078776""","=""9781400078776""",4.0,Vintage Books ,Paperback,288,2010,2005,2022/10/23,2019/07/12,,,read,,,,1,0
55781893,재혼 황후 1 [Jaehon Hwangho 1],Herelee,"Herelee, Herelee","히어리, Sumpul, 숨풀, Alphatart, 알파타르트","=""1190153475""","=""9791190153478""",4.0,영컴,Paperback,256,2020,2018,2022/06/14,2022/06/14,,,read,,,,2,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",4.0,Vintage Books,Paperback,559,2004,1992,2022/10/18,2021/06/15,,,read,,,,1,0
863334,The Sound and the Fury,William Faulkner,"Faulkner, William",Richard Hughes,"=""0099475014""","=""9780099475019""",3.0,Vintage Classics,Paperback,272,2009,1929,2022/10/07,2022/09/26,,,read,,,,1,0
58340704,Wild and Wicked Things,Francesca  May,"May, Francesca",,"=""0316287156""","=""9780316287159""",4.0,Redhook,Hardcover,432,2022,2022,2022/09/30,2022/09/12,,,read,,,,1,0
23129659,"Adult Children of Emotionally Immature Parents: How to Heal from Distant, Rejecting, or Self-Involved Parents",Lindsay C. Gibson,"Gibson, Lindsay C.",,"=""1626251703""","=""9781626251700""",4.0,New Harbinger Publications,Paperback,201,2015,2015,2022/09/19,2022/03/09,,,read,,,,1,0
56889764,L'ultima estate,André Aciman,"Aciman, André",Valeria Bastia,"=""8823527619""","=""9788823527614""",4.0,Guanda,Paperback,160,2021,2020,2021/05/24,2021/04/23,,,read,,,,1,0
40275288,"The Priory of the Orange Tree (The Roots of Chaos, #1)",Samantha Shannon,"Shannon, Samantha",,"=""1408883457""","=""9781408883457""",4.0,Bloomsbury Publishing,ebook,848,2019,2019,2022/09/12,2021/03/31,,,read,,,,1,0
9547888,Attached: The New Science of Adult Attachment and How It Can Help You Find—and Keep—Love,Amir Levine,"Levine, Amir",Rachel Heller,"=""1585428485""","=""9781585428489""",4.0,Tarcher,Hardcover,304,2010,2010,2022/09/02,2022/04/28,,,read,,,,1,0
58782892,Café Con Lychee,Emery   Lee,"Lee, Emery",,"=""0063210274""","=""9780063210271""",4.0,Quill Tree Books,Hardcover,320,2022,2022,2022/08/30,2022/01/10,,,read,,,,1,0
58884734,Only on the Weekends: A Young Adult Gay Romance Novel in Verse About First Love and Self-Discovery,Dean Atta,"Atta, Dean",,"=""0063157985""","=""9780063157989""",4.0,Quill Tree Books,Hardcover,560,2022,2022,2022/08/29,2022/06/28,,,read,,,,1,0
